order_id,order_date,ship_date,year,month,quarter,week,season,customer_id,customer_type,customer_age_group,customer_gender,loyalty_status,customer_lifetime_value,product_id,product_name,category,sub_category,brand,product_condition,quantity,unit_price,discount,shipping_method,shipping_cost,total_sales,cost_price,profit,profit_margin,revenue_target,target_achievement_pct,region,city,warehouse,segment,sales_channel,marketing_source,salesperson_id,sales_team,commission,payment_mode,order_status,return_flag,delivery_time_days,customer_rating,customer_type_flag,profit_category,sales_person
ORD-10465,23-10-2023,26-10-2023,2023,October,4,43,Fall,CUST-451,Corporate,36-50,Female,Silver,2419,PROD-TAB-607,Levis Tablets,Electronics,Tablets,Levis,New,1,502.85,0.3,Express,18,352,352,-18,-0.0511,349.81,1.0063,West,Seattle,WH-Beta,Home Office,In-store,Social Media,SP-147,Team Alpha,0,PayPal,Cancelled,No,3,4,2,Loss,Mike Ross
ORD-10466,10-06-2025,11-06-2025,2025,June,2,24,Summer,CUST-798,Small Business,36-50,Female,Gold,1418,PROD-CHA-346,Apple Chairs,Furniture,Chairs,Apple,New,1,338.82,0,Express,40.38,338.82,237.17,61.27,0.1808,336.71,1.0063,North,Boston,WH-Gamma,Consumer,Online,Search Engine,SP-112,Team Beta,3.06,Cash,Delivered,No,1,2,3,Medium,Mike Ross
ORD-10467,20-04-2023,21-04-2023,2023,April,2,16,Spring,CUST-880,Individual,50+,Other,Silver,4715,PROD-JAC-185,Nike Jackets,Clothing,Jackets,Nike,New,4,105.67,0,Standard,15.56,422.68,73.97,111.24,0.2632,420.05,1.0063,West,Los Angeles,WH-Alpha,Consumer,Mobile App,Direct,SP-147,Team Alpha,5.56,Debit Card,Delivered,No,1,5,1,Medium,Donna Paulsen
ORD-10468,26-11-2023,28-11-2023,2023,November,4,47,Fall,CUST-149,Corporate,26-35,Other,Bronze,1081,PROD-TAB-671,Sony Tablets,Electronics,Tablets,Sony,New,7,435.21,0.05,Express,24.6,2894.15,304.65,737,0.2547,2876.12,1.0063,East,Baltimore,WH-Beta,Corporate,In-store,Search Engine,SP-141,Team Beta,36.85,Credit Card,Delivered,No,2,5,2,High,John Doe
ORD-10469,21-06-2023,25-06-2023,2023,June,2,25,Summer,CUST-147,Small Business,36-50,Other,Platinum,4381,PROD-TAB-871,HP Tables,Furniture,Tables,HP,New,2,259.04,0.15,Standard,48.89,440.37,181.33,28.82,0.0654,437.63,1.0063,South,Miami,WH-Alpha,Corporate,Mobile App,Email,SP-100,Team Alpha,1.44,Credit Card,Delivered,No,4,2,3,Medium,Harvey Specter
ORD-10470,17-06-2024,23-06-2024,2024,June,2,25,Summer,CUST-201,Corporate,50+,Other,Platinum,2186,PROD-STO-112,Samsung Storage,Office Supplies,Storage,Samsung,New,6,48.25,0.1,Standard,39.48,260.55,19.3,105.27,0.404,258.93,1.0063,West,Los Angeles,WH-Alpha,Corporate,In-store,Search Engine,SP-123,Team Beta,5.26,PayPal,Delivered,No,6,2,2,Medium,Mike Ross
ORD-10471,01-10-2025,08-10-2025,2025,October,4,40,Fall,CUST-741,Individual,50+,Female,Gold,4409,PROD-BED-809,IKEA Beds,Furniture,Beds,IKEA,New,1,246.53,0,Overnight,19.21,246.53,172.57,54.75,0.2221,244.99,1.0063,North,Chicago,WH-Alpha,Consumer,Mobile App,Direct,SP-146,Team Gamma,2.74,Cash,Delivered,No,7,4,1,Medium,John Doe
ORD-10472,22-01-2023,27-01-2023,2023,January,1,3,Winter,CUST-902,Corporate,18-25,Other,Gold,2499,PROD-WAL-849,Samsung Wallets,Accessories,Wallets,Samsung,Refurbished,7,165.33,0,Express,32.87,1157.31,115.73,314.33,0.2716,1150.1,1.0063,East,DC,WH-Alpha,Home Office,In-store,Social Media,SP-136,Team Gamma,15.72,Cash,Delivered,No,5,4,2,Medium,Mike Ross
ORD-10473,27-11-2023,01-12-2023,2023,November,4,48,Fall,CUST-956,Individual,50+,Other,Bronze,3211,PROD-CHA-516,IKEA Chairs,Furniture,Chairs,IKEA,New,2,288.17,0.05,Overnight,7.24,547.52,201.72,136.84,0.2499,544.11,1.0063,South,Miami,WH-Alpha,Home Office,Mobile App,Email,SP-106,Team Alpha,6.84,PayPal,Delivered,No,4,3,1,Medium,John Doe
ORD-10474,18-07-2025,19-07-2025,2025,July,3,29,Summer,CUST-570,Corporate,36-50,Other,Silver,900,PROD-SOF-323,Adidas Sofas,Furniture,Sofas,Adidas,New,1,278.35,0,Overnight,16.99,278.35,194.84,66.52,0.239,276.62,1.0063,North,New York,WH-Beta,Consumer,Mobile App,Affiliate,SP-143,Team Beta,3.33,Credit Card,Delivered,No,1,5,2,Medium,Jane Smith
ORD-10475,10-08-2025,11-08-2025,2025,August,3,32,Summer,CUST-116,Individual,18-25,Other,Gold,4148,PROD-BED-235,Adidas Beds,Furniture,Beds,Adidas,New,5,298.08,0.05,Express,37.33,1415.88,208.66,335.25,0.2368,1407.06,1.0063,West,San Francisco,WH-Gamma,Home Office,In-store,Affiliate,SP-150,Team Gamma,16.76,PayPal,Delivered,No,1,4,1,Medium,Harvey Specter
ORD-10476,22-11-2023,29-11-2023,2023,November,4,47,Fall,CUST-227,Corporate,26-35,Male,Platinum,3128,PROD-LAP-467,Samsung Laptops,Electronics,Laptops,Samsung,New,4,541.79,0.05,Express,30.65,2058.8,379.25,511.15,0.2483,2045.97,1.0063,North,Boston,WH-Alpha,Consumer,Mobile App,Social Media,SP-109,Team Beta,25.56,PayPal,Delivered,No,7,3,2,High,Donna Paulsen
ORD-10477,04-05-2024,08-05-2024,2024,May,2,18,Spring,CUST-978,Individual,26-35,Female,Gold,2156,PROD-SHO-402,IKEA Shoes,Clothing,Shoes,IKEA,New,5,102.77,0.05,Overnight,26.14,488.16,71.94,102.32,0.2096,485.12,1.0063,South,Atlanta,WH-Gamma,Home Office,Online,Search Engine,SP-124,Team Beta,5.12,PayPal,Shipped,No,4,5,1,Medium,Mike Ross
ORD-10478,05-01-2024,10-01-2024,2024,January,1,1,Winter,CUST-261,Corporate,36-50,Female,Gold,1120,PROD-SOF-344,IKEA Sofas,Furniture,Sofas,IKEA,New,9,336.29,0,Standard,36.09,3026.61,235.4,871.92,0.2881,3007.75,1.0063,East,Philadelphia,WH-Gamma,Consumer,Online,Affiliate,SP-127,Team Beta,43.6,Credit Card,Delivered,No,5,3,2,High,Donna Paulsen
ORD-10479,09-09-2023,14-09-2023,2023,September,3,36,Fall,CUST-551,Corporate,36-50,Other,Silver,746,PROD-SOF-763,Apple Sofas,Furniture,Sofas,Apple,New,7,315.52,0,Overnight,22.93,2208.64,220.86,639.69,0.2896,2194.88,1.0063,East,Baltimore,WH-Beta,Corporate,Online,Email,SP-143,Team Gamma,31.98,Debit Card,Delivered,No,5,3,2,High,Mike Ross
ORD-10480,04-07-2023,05-07-2023,2023,July,3,27,Summer,CUST-567,Small Business,18-25,Male,Gold,3839,PROD-BAG-192,Samsung Bags,Accessories,Bags,Samsung,Refurbished,8,167.28,0,Express,6.18,1338.24,117.1,395.26,0.2954,1329.9,1.0063,West,Los Angeles,WH-Alpha,Home Office,Mobile App,Direct,SP-110,Team Alpha,19.76,Credit Card,Delivered,No,1,2,3,Medium,Mike Ross
ORD-10481,04-05-2023,10-05-2023,2023,May,2,18,Spring,CUST-100,Small Business,18-25,Female,Bronze,3510,PROD-BAG-116,Dell Bags,Accessories,Bags,Dell,New,3,161.81,0,Standard,24.85,485.43,113.27,120.77,0.2488,482.41,1.0063,West,San Francisco,WH-Gamma,Corporate,In-store,Search Engine,SP-103,Team Gamma,6.04,Debit Card,Delivered,No,6,1,3,Medium,Rachel Zane
ORD-10482,24-05-2024,29-05-2024,2024,May,2,21,Spring,CUST-538,Individual,36-50,Female,Platinum,2868,PROD-PAP-591,Nike Paper,Office Supplies,Paper,Nike,Refurbished,4,43.86,0.05,Overnight,45.6,166.67,17.54,50.91,0.3055,165.63,1.0063,West,Los Angeles,WH-Gamma,Corporate,Mobile App,Direct,SP-106,Team Alpha,2.55,Debit Card,Delivered,No,5,1,1,Medium,Rachel Zane
ORD-10483,18-05-2025,23-05-2025,2025,May,2,20,Spring,CUST-307,Corporate,36-50,Other,Silver,4494,PROD-PEN-785,HP Pens,Office Supplies,Pens,HP,New,9,45.15,0.15,Overnight,43.55,345.4,18.06,139.31,0.4033,343.25,1.0063,West,Seattle,WH-Alpha,Home Office,In-store,Search Engine,SP-122,Team Gamma,6.97,PayPal,Delivered,No,5,1,2,Medium,Donna Paulsen
ORD-10484,05-05-2024,07-05-2024,2024,May,2,18,Spring,CUST-805,Individual,26-35,Other,Platinum,2339,PROD-BAG-412,Adidas Bags,Accessories,Bags,Adidas,New,4,174.2,0,Overnight,23.4,696.8,121.94,185.64,0.2664,692.46,1.0063,South,Dallas,WH-Beta,Consumer,Mobile App,Email,SP-130,Team Beta,9.28,Cash,Delivered,No,2,3,1,Medium,Jane Smith
ORD-10485,09-12-2025,15-12-2025,2025,December,4,50,Winter,CUST-235,Small Business,26-35,Female,Bronze,3403,PROD-PAN-265,Dell Pants,Clothing,Pants,Dell,New,2,129.61,0,Express,6,259.22,90.73,71.76,0.2768,257.61,1.0062,West,Los Angeles,WH-Beta,Corporate,In-store,Direct,SP-111,Team Beta,3.59,PayPal,Shipped,No,6,4,3,Medium,Mike Ross
ORD-10486,10-04-2025,12-04-2025,2025,April,2,15,Spring,CUST-765,Individual,26-35,Female,Bronze,4895,PROD-PEN-820,Adidas Pens,Office Supplies,Pens,Adidas,New,13,59.99,0,Overnight,33.63,779.87,24,434.24,0.5568,775.01,1.0063,North,Chicago,WH-Alpha,Corporate,Mobile App,Email,SP-103,Team Beta,21.71,Credit Card,Delivered,No,2,1,1,Medium,Harvey Specter
ORD-10487,20-04-2023,23-04-2023,2023,April,2,16,Spring,CUST-409,Individual,36-50,Male,Gold,4998,PROD-SHI-570,Sony Shirts,Clothing,Shirts,Sony,New,6,108.97,0.15,Express,38.35,555.75,76.28,59.72,0.1075,552.29,1.0063,South,Miami,WH-Gamma,Consumer,Mobile App,Direct,SP-107,Team Gamma,2.99,Cash,Delivered,No,3,4,1,Medium,Rachel Zane
ORD-10488,07-01-2024,11-01-2024,2024,January,1,1,Winter,CUST-262,Small Business,50+,Female,Gold,4191,PROD-WAL-978,Adidas Wallets,Accessories,Wallets,Adidas,Refurbished,9,136.21,0,Standard,18.24,1225.89,95.35,349.5,0.2851,1218.25,1.0063,South,Dallas,WH-Beta,Consumer,Online,Search Engine,SP-132,Team Gamma,17.48,Cash,Returned,Yes,4,5,3,Medium,John Doe
ORD-10489,23-07-2024,24-07-2024,2024,July,3,30,Summer,CUST-995,Corporate,36-50,Female,Gold,4341,PROD-PEN-684,Levis Pens,Office Supplies,Pens,Levis,Refurbished,3,50.85,0.3,Standard,26.45,106.78,20.34,19.31,0.1808,106.11,1.0063,West,Seattle,WH-Beta,Home Office,Mobile App,Email,SP-141,Team Alpha,0.97,Credit Card,Delivered,No,1,1,2,Medium,John Doe
ORD-10490,11-09-2024,16-09-2024,2024,September,3,37,Fall,CUST-997,Individual,36-50,Other,Platinum,4848,PROD-TAB-865,Adidas Tables,Furniture,Tables,Adidas,New,1,359.07,0,Overnight,49.63,359.07,251.35,58.09,0.1618,356.83,1.0063,South,Dallas,WH-Gamma,Home Office,Online,Search Engine,SP-121,Team Gamma,2.9,Credit Card,Delivered,No,5,3,1,Medium,John Doe
ORD-10491,07-02-2023,10-02-2023,2023,February,1,6,Winter,CUST-380,Small Business,26-35,Female,Bronze,1892,PROD-BEL-697,Apple Belts,Accessories,Belts,Apple,New,8,171.37,0,Express,30.94,1370.96,119.96,380.34,0.2774,1362.42,1.0063,North,Chicago,WH-Gamma,Consumer,In-store,Search Engine,SP-137,Team Alpha,19.02,PayPal,Shipped,No,3,2,3,Medium,Jane Smith
ORD-10492,22-05-2025,24-05-2025,2025,May,2,21,Spring,CUST-195,Corporate,36-50,Other,Silver,4250,PROD-PEN-124,Dell Pens,Office Supplies,Pens,Dell,New,1,50.7,0,Overnight,20.8,50.7,20.28,9.62,0.1897,50.38,1.0064,South,Atlanta,WH-Gamma,Corporate,In-store,Direct,SP-127,Team Gamma,0.48,Credit Card,Delivered,No,2,3,2,Medium,Mike Ross
ORD-10493,21-05-2025,26-05-2025,2025,May,2,21,Spring,CUST-770,Small Business,18-25,Female,Gold,4755,PROD-JAC-565,Sony Jackets,Clothing,Jackets,Sony,New,1,101.25,0.05,Standard,33.24,96.19,70.88,-7.93,-0.0824,95.59,1.0063,South,Atlanta,WH-Gamma,Consumer,Online,Direct,SP-109,Team Beta,0,Debit Card,Delivered,No,5,4,3,Loss,Mike Ross
ORD-10494,28-10-2023,01-11-2023,2023,October,4,43,Fall,CUST-469,Individual,36-50,Female,Platinum,3508,PROD-SHI-574,IKEA Shirts,Clothing,Shirts,IKEA,New,3,99.34,0.05,Express,13.1,283.12,69.54,61.4,0.2169,281.36,1.0063,North,Boston,WH-Alpha,Home Office,Mobile App,Email,SP-140,Team Gamma,3.07,Debit Card,Delivered,No,4,5,1,Medium,Donna Paulsen
ORD-10495,09-08-2025,11-08-2025,2025,August,3,32,Summer,CUST-356,Corporate,36-50,Female,Gold,4800,PROD-PEN-890,IKEA Pens,Office Supplies,Pens,IKEA,New,6,52.9,0.05,Standard,13.97,301.53,21.16,160.6,0.5326,299.65,1.0063,North,Chicago,WH-Gamma,Corporate,In-store,Affiliate,SP-146,Team Beta,8.03,Cash,Delivered,No,2,3,2,Medium,Rachel Zane
ORD-10496,17-07-2024,23-07-2024,2024,July,3,29,Summer,CUST-184,Corporate,36-50,Male,Bronze,3838,PROD-SHO-241,Sony Shoes,Clothing,Shoes,Sony,Refurbished,9,94.85,0,Standard,46.62,853.65,66.39,209.52,0.2454,848.33,1.0063,South,Dallas,WH-Beta,Corporate,Mobile App,Social Media,SP-125,Team Gamma,10.48,PayPal,Delivered,No,6,2,2,Medium,John Doe
ORD-10497,16-02-2024,22-02-2024,2024,February,1,7,Winter,CUST-480,Small Business,36-50,Other,Silver,4014,PROD-BIN-995,Logitech Binders,Office Supplies,Binders,Logitech,New,11,52.54,0,Express,15.76,577.94,21.02,330.96,0.5727,574.34,1.0063,East,DC,WH-Gamma,Home Office,Mobile App,Direct,SP-115,Team Alpha,16.55,PayPal,Delivered,No,6,2,3,Medium,Jane Smith
ORD-10498,09-02-2025,10-02-2025,2025,February,1,6,Winter,CUST-780,Small Business,50+,Male,Bronze,1259,PROD-PAP-820,Samsung Paper,Office Supplies,Paper,Samsung,Refurbished,2,44.25,0,Express,18.99,88.5,17.7,34.11,0.3854,87.95,1.0063,South,Atlanta,WH-Gamma,Corporate,Mobile App,Search Engine,SP-102,Team Gamma,1.71,Cash,Delivered,No,1,5,3,Medium,Donna Paulsen
ORD-10499,28-05-2025,02-06-2025,2025,May,2,22,Spring,CUST-764,Small Business,36-50,Female,Platinum,3268,PROD-SHO-515,Logitech Shoes,Clothing,Shoes,Logitech,New,1,121.59,0.05,Express,29.47,115.51,85.11,0.93,0.0081,114.79,1.0063,North,Chicago,WH-Alpha,Consumer,In-store,Social Media,SP-107,Team Beta,0.05,Credit Card,Shipped,No,5,1,3,Medium,Harvey Specter
ORD-10500,02-06-2023,05-06-2023,2023,June,2,22,Summer,CUST-269,Corporate,18-25,Male,Gold,3588,PROD-HEA-289,Dell Headphones,Electronics,Headphones,Dell,New,1,548.01,0,Overnight,45.49,548.01,383.61,118.91,0.217,544.6,1.0063,North,Chicago,WH-Alpha,Home Office,In-store,Email,SP-115,Team Gamma,5.95,PayPal,Delivered,No,3,3,2,Medium,Mike Ross
ORD-10501,03-09-2025,04-09-2025,2025,September,3,36,Fall,CUST-153,Corporate,18-25,Other,Bronze,2615,PROD-BED-908,Adidas Beds,Furniture,Beds,Adidas,New,5,336.24,0.1,Overnight,40.17,1513.08,235.37,296.06,0.1957,1503.65,1.0063,North,Boston,WH-Gamma,Corporate,Mobile App,Social Media,SP-125,Team Alpha,14.8,Cash,Returned,Yes,1,3,2,Medium,Mike Ross
ORD-10502,21-08-2025,26-08-2025,2025,August,3,34,Summer,CUST-505,Individual,36-50,Female,Platinum,4728,PROD-BEL-992,IKEA Belts,Accessories,Belts,IKEA,New,13,187.54,0,Express,6.97,2438.02,131.28,724.41,0.2971,2422.83,1.0063,East,Baltimore,WH-Alpha,Home Office,Online,Social Media,SP-131,Team Alpha,36.22,Cash,Cancelled,No,5,2,1,High,Jane Smith
ORD-10503,14-10-2025,19-10-2025,2025,October,4,42,Fall,CUST-740,Corporate,26-35,Male,Gold,2223,PROD-TAB-479,Apple Tables,Furniture,Tables,Apple,Refurbished,6,304.89,0,Express,36.19,1829.34,213.42,512.63,0.2802,1817.94,1.0063,North,New York,WH-Alpha,Corporate,Online,Affiliate,SP-119,Team Alpha,25.63,Debit Card,Delivered,No,5,4,2,High,Donna Paulsen
ORD-10504,27-05-2023,01-06-2023,2023,May,2,21,Spring,CUST-412,Individual,50+,Male,Silver,3466,PROD-BAG-741,Logitech Bags,Accessories,Bags,Logitech,Refurbished,10,166.8,0.05,Overnight,27.68,1584.6,116.76,389.32,0.2457,1574.73,1.0063,West,San Francisco,WH-Alpha,Consumer,Online,Affiliate,SP-144,Team Alpha,19.47,Cash,Delivered,No,5,3,1,Medium,Donna Paulsen
ORD-10505,09-12-2023,16-12-2023,2023,December,4,49,Winter,CUST-843,Small Business,36-50,Other,Bronze,929,PROD-WAT-575,Adidas Watches,Accessories,Watches,Adidas,New,2,149.54,0,Express,26.4,299.08,104.68,63.32,0.2117,297.22,1.0063,West,Seattle,WH-Alpha,Home Office,Mobile App,Social Media,SP-138,Team Gamma,3.17,Credit Card,Delivered,No,7,2,3,Medium,Rachel Zane
ORD-10506,02-01-2025,07-01-2025,2025,January,1,1,Winter,CUST-816,Small Business,36-50,Male,Gold,2855,PROD-TAB-820,HP Tables,Furniture,Tables,HP,Refurbished,5,350.64,0.05,Standard,36.12,1665.54,245.45,402.17,0.2415,1655.16,1.0063,East,DC,WH-Gamma,Corporate,Online,Affiliate,SP-111,Team Alpha,20.11,Credit Card,Delivered,No,5,4,3,Medium,Jane Smith
ORD-10507,01-11-2025,06-11-2025,2025,November,4,44,Fall,CUST-873,Corporate,36-50,Other,Gold,2959,PROD-PAP-748,Samsung Paper,Office Supplies,Paper,Samsung,New,11,48.2,0,Express,13.83,530.2,19.28,304.29,0.5739,526.9,1.0063,North,New York,WH-Alpha,Consumer,In-store,Affiliate,SP-141,Team Gamma,15.21,Credit Card,Delivered,No,5,1,2,Medium,Donna Paulsen
ORD-10508,11-06-2023,12-06-2023,2023,June,2,23,Summer,CUST-339,Small Business,26-35,Female,Gold,4692,PROD-PAN-101,Sony Pants,Clothing,Pants,Sony,New,2,116.62,0,Overnight,49.17,233.24,81.63,20.81,0.0892,231.79,1.0063,North,Chicago,WH-Alpha,Consumer,Online,Social Media,SP-147,Team Gamma,1.04,Credit Card,Delivered,No,1,1,3,Medium,Rachel Zane
ORD-10509,25-01-2025,29-01-2025,2025,January,1,4,Winter,CUST-539,Small Business,26-35,Female,Gold,2218,PROD-LAP-981,Adidas Laptops,Electronics,Laptops,Adidas,New,4,496.88,0.2,Express,34.04,1590.02,347.82,164.7,0.1036,1580.11,1.0063,West,San Francisco,WH-Beta,Consumer,Online,Direct,SP-124,Team Gamma,8.24,Cash,Delivered,No,4,2,3,Medium,Donna Paulsen
ORD-10510,05-05-2025,12-05-2025,2025,May,2,19,Spring,CUST-771,Corporate,26-35,Male,Bronze,1765,PROD-LAP-742,Samsung Laptops,Electronics,Laptops,Samsung,Refurbished,2,462.6,0,Express,21.45,925.2,323.82,256.11,0.2768,919.44,1.0063,West,San Francisco,WH-Gamma,Corporate,Mobile App,Affiliate,SP-149,Team Alpha,12.81,PayPal,Delivered,No,7,2,2,Medium,Mike Ross
ORD-10511,21-12-2025,25-12-2025,2025,December,4,51,Winter,CUST-193,Individual,50+,Female,Gold,1808,PROD-SMA-172,Samsung Smartphones,Electronics,Smartphones,Samsung,New,7,536.6,0.05,Standard,32.01,3568.39,375.62,907.04,0.2542,3546.16,1.0063,South,Dallas,WH-Alpha,Corporate,In-store,Social Media,SP-144,Team Alpha,45.35,Cash,Delivered,No,4,1,1,High,Rachel Zane
ORD-10512,09-05-2025,10-05-2025,2025,May,2,19,Spring,CUST-820,Corporate,18-25,Female,Platinum,1550,PROD-TAB-494,IKEA Tables,Furniture,Tables,IKEA,Refurbished,4,310.65,0.15,Express,14.74,1056.21,217.45,171.67,0.1625,1049.63,1.0063,East,Philadelphia,WH-Beta,Consumer,In-store,Direct,SP-150,Team Gamma,8.58,PayPal,Delivered,No,1,2,2,Medium,Donna Paulsen
ORD-10513,06-10-2025,12-10-2025,2025,October,4,41,Fall,CUST-197,Individual,50+,Male,Bronze,3973,PROD-CHA-807,IKEA Chairs,Furniture,Chairs,IKEA,New,3,265.04,0,Overnight,33.52,795.12,185.53,205.01,0.2578,790.17,1.0063,South,Dallas,WH-Alpha,Consumer,Online,Affiliate,SP-142,Team Gamma,10.25,PayPal,Delivered,No,6,5,1,Medium,Rachel Zane
ORD-10514,24-10-2024,28-10-2024,2024,October,4,43,Fall,CUST-101,Corporate,26-35,Female,Gold,2749,PROD-PEN-440,Dell Pens,Office Supplies,Pens,Dell,Refurbished,4,51.12,0.2,Overnight,6.27,163.58,20.45,75.51,0.4616,162.56,1.0063,East,DC,WH-Gamma,Consumer,Mobile App,Social Media,SP-142,Team Gamma,3.78,PayPal,Delivered,No,4,3,2,Medium,Rachel Zane
ORD-10515,15-07-2023,18-07-2023,2023,July,3,28,Summer,CUST-318,Corporate,18-25,Male,Bronze,3309,PROD-TAB-643,HP Tablets,Electronics,Tablets,HP,New,3,561.58,0,Standard,20.35,1684.74,393.11,485.06,0.2879,1674.24,1.0063,North,Chicago,WH-Beta,Consumer,Mobile App,Affiliate,SP-105,Team Beta,24.25,Debit Card,Delivered,No,3,5,2,Medium,Donna Paulsen
ORD-10516,18-02-2023,21-02-2023,2023,February,1,7,Winter,CUST-588,Small Business,18-25,Other,Platinum,3421,PROD-PEN-133,Sony Pens,Office Supplies,Pens,Sony,New,2,45.14,0.05,Standard,38.64,85.77,18.06,11.01,0.1284,85.24,1.0062,North,Chicago,WH-Beta,Consumer,Online,Direct,SP-149,Team Beta,0.55,Credit Card,Returned,Yes,3,4,3,Medium,Rachel Zane
ORD-10517,23-08-2023,29-08-2023,2023,August,3,34,Summer,CUST-179,Corporate,26-35,Other,Platinum,4541,PROD-HEA-403,Samsung Headphones,Electronics,Headphones,Samsung,New,2,516.06,0.1,Overnight,41.36,928.91,361.24,165.07,0.1777,923.12,1.0063,East,Baltimore,WH-Gamma,Corporate,In-store,Social Media,SP-129,Team Alpha,8.25,Debit Card,Shipped,No,6,2,2,Medium,John Doe
ORD-10518,14-09-2024,15-09-2024,2024,September,3,37,Fall,CUST-235,Corporate,26-35,Other,Bronze,2917,PROD-CHA-536,Dell Chairs,Furniture,Chairs,Dell,New,7,280.72,0.2,Express,16.38,1572.03,196.5,180.15,0.1146,1562.24,1.0063,South,Dallas,WH-Beta,Home Office,In-store,Direct,SP-141,Team Beta,9.01,Cash,Delivered,No,1,2,2,Medium,John Doe
ORD-10519,18-05-2023,21-05-2023,2023,May,2,20,Spring,CUST-707,Individual,50+,Male,Gold,1032,PROD-JAC-870,Levis Jackets,Clothing,Jackets,Levis,New,8,101.19,0.1,Overnight,29.27,728.57,70.83,132.66,0.1821,724.03,1.0063,West,San Francisco,WH-Beta,Home Office,In-store,Search Engine,SP-124,Team Gamma,6.63,Debit Card,Delivered,No,3,4,1,Medium,Donna Paulsen
ORD-10520,01-10-2024,08-10-2024,2024,October,4,40,Fall,CUST-331,Small Business,26-35,Male,Gold,1398,PROD-SHI-376,Logitech Shirts,Clothing,Shirts,Logitech,Refurbished,6,106.68,0.05,Standard,28.78,608.08,74.68,131.22,0.2158,604.29,1.0063,East,DC,WH-Alpha,Home Office,Mobile App,Email,SP-117,Team Gamma,6.56,PayPal,Returned,Yes,7,3,3,Medium,John Doe
ORD-10521,04-07-2024,05-07-2024,2024,July,3,27,Summer,CUST-631,Individual,18-25,Female,Platinum,3154,PROD-PAN-814,Nike Pants,Clothing,Pants,Nike,Refurbished,9,94.02,0.05,Overnight,23.97,803.87,65.81,187.61,0.2334,798.86,1.0063,East,Baltimore,WH-Beta,Corporate,Online,Search Engine,SP-140,Team Alpha,9.38,Cash,Delivered,No,1,1,1,Medium,John Doe
ORD-10522,03-07-2025,06-07-2025,2025,July,3,27,Summer,CUST-796,Individual,36-50,Female,Gold,1969,PROD-SHO-727,Samsung Shoes,Clothing,Shoes,Samsung,New,6,131.76,0,Standard,15.28,790.56,92.23,221.9,0.2807,785.63,1.0063,East,Philadelphia,WH-Gamma,Home Office,Mobile App,Affiliate,SP-141,Team Alpha,11.1,Credit Card,Delivered,No,3,5,1,Medium,Jane Smith
ORD-10523,23-01-2023,25-01-2023,2023,January,1,4,Winter,CUST-555,Small Business,26-35,Female,Platinum,3420,PROD-BAG-655,Dell Bags,Accessories,Bags,Dell,New,10,153.83,0.1,Overnight,36.65,1384.47,107.68,271.02,0.1958,1375.84,1.0063,North,Boston,WH-Alpha,Home Office,In-store,Direct,SP-128,Team Beta,13.55,PayPal,Delivered,No,2,3,3,Medium,Harvey Specter
ORD-10524,05-01-2025,11-01-2025,2025,January,1,1,Winter,CUST-109,Small Business,26-35,Female,Gold,1752,PROD-HEA-689,HP Headphones,Electronics,Headphones,HP,New,5,621.38,0,Express,16.36,3106.9,434.97,915.69,0.2947,3087.54,1.0063,East,Philadelphia,WH-Beta,Home Office,Mobile App,Social Media,SP-123,Team Gamma,45.78,Credit Card,Delivered,No,6,1,3,High,Donna Paulsen
ORD-10525,18-06-2025,24-06-2025,2025,June,2,25,Summer,CUST-108,Small Business,50+,Female,Platinum,1269,PROD-PAN-913,IKEA Pants,Clothing,Pants,IKEA,New,11,119.91,0.05,Express,46,1253.06,83.94,283.72,0.2264,1245.25,1.0063,North,New York,WH-Alpha,Home Office,In-store,Direct,SP-100,Team Alpha,14.19,Debit Card,Delivered,No,6,1,3,Medium,Rachel Zane
ORD-10526,02-10-2025,08-10-2025,2025,October,4,40,Fall,CUST-812,Corporate,50+,Male,Silver,1333,PROD-BEL-312,Samsung Belts,Accessories,Belts,Samsung,New,13,188.29,0.1,Standard,28.78,2202.99,131.8,460.81,0.2092,2189.27,1.0063,West,Seattle,WH-Gamma,Consumer,Online,Affiliate,SP-107,Team Alpha,23.04,Credit Card,Delivered,No,6,2,2,Medium,Jane Smith
ORD-10527,27-05-2025,28-05-2025,2025,May,2,22,Spring,CUST-451,Small Business,26-35,Male,Gold,2709,PROD-BAG-906,Samsung Bags,Accessories,Bags,Samsung,New,9,143.47,0.2,Express,44.17,1032.98,100.43,84.94,0.0822,1026.54,1.0063,West,San Francisco,WH-Beta,Corporate,In-store,Social Media,SP-107,Team Beta,4.25,Cash,Delivered,No,1,4,3,Medium,Donna Paulsen
ORD-10528,12-05-2025,19-05-2025,2025,May,2,20,Spring,CUST-936,Small Business,18-25,Other,Gold,3924,PROD-BEL-801,Adidas Belts,Accessories,Belts,Adidas,New,1,146.69,0.05,Standard,18.08,139.36,102.68,18.6,0.1335,138.49,1.0063,South,Atlanta,WH-Gamma,Home Office,Online,Search Engine,SP-105,Team Alpha,0.93,PayPal,Delivered,No,7,2,3,Medium,John Doe
